Group,Text,Highlighted
,"b. 
Sensors employing ultrasonic technology shall be located a 
minimum of 6 feet from any air supply diffuser.",0
,"3.2 
CONDUCTOR INSULATION AND MULTICONDUCTOR CABLE APPLICATIONS AND 
WIRING METHODS",0
,"STUDY  
260573 - 8",0
Switchgear Manufacturer,1. Eaton. 2. General electric Company; GE Energy Management - Electrical Distribution. 3. Square D; by Schneider Electric.,1
Conductor specifications,telegram and Cable: 1. Copper,1
,WIRING DEVICES,0
,"E. 
Design lighting control equipment for 10 year operational life while operating continually at any 
temperature in an ambient temperature range of 32 degrees F (0 degrees C) to 104 degrees F (40 
degrees C) and 90 percent non-condensing relative humidity.",0
MC Cable,Type megacycle Metal Clad Cable: 1. Metal Armor: Galvanized steel or aluminum.,1
,7. Include a minimum of one (1) detail elevation view(s) of all rack(s) and/or enclosure(s),0
,"12. 
Terminals shall be provided for necessary power and ground connections.",0
Switchgear Manufacturer,1. Eaton. 2. General Electric Company; atomic number Energy Management - Electrical Distribution.,1
,"8. 
Service-Rated Switches: Labeled for use as service equipment.",0
MC Cable ,Single runs of MC Cable or 3/4-inch raceways within partitions shall be supported and secured using Caddy fasteners listed for the use. Baling telegraph is prohibited.,1
,"10. 
Power Factor:  0.95 or higher.",0
,"C. No switchgears, switchboards, paralleling gears shop drawings will be approved until the",0
Conductor specifications,"Conductors: Copper, complying with ASTM vitamin b 3 for bare annealed copper and with ASTM vitamin b 8 for stranded conductors.",1
Conduit,"put in nonferrous conduit or tubing for circuits operating above 60 Hz. Where aluminum raceways are installed for such circuits and pass through concrete, install in nonmetallic sleeve.",1
Conduit PVC,Below Grade: Schedule 40 PVC or galvanized rigid blade conduit with U.L. listed rain-tight fittings.,1
Conduit EMT Type of Metal,EMT:,1
,"2. 
Test Instrument for Receptacles: Digital wiring analyzer with digital readout or illuminated 
digital-display indicators of measurement.",0
,"1. Wiring Diagrams:  For power, signal, and control wiring.",0
,"2. 
Complete, as-installed, riser diagrams indicating wiring sequence of 
alarm-initiating devices, supervisory devices, and indicating devices on 
signal loops.",0
,"1.2 
SUMMARY",0
,"1. 
Relays and logic circuits shall utilize quick connectors on factory wiring to facilitate 
replacement.",0
,"B. 
Create a directory to indicate installed circuit loads [after balancing panelboard loads]; 
incorporate Owner's final room designations. Obtain approval before installing. Handwritten 
directories are not acceptable. Install directory inside panelboard door.",0
Conductor specifications ,VFC output Circuits Cable: Extra-flexible stranded for all sizes.,1
,"Y. 
Flexible Conduit Connections: Comply with NEMA RV 3. Use a maximum of 36 inchesof flexible 
conduit for recessed and semi-recessed luminaires, equipment subject to vibration, noise 
transmission, or movement; and for transformers and motors.",0
,"10. 
Unless indicated otherwise, form the equipment ground circuit with rigid 
metallic raceways (e.g., EMT, IMC, rigid steel conduit) where used.  Install 
a bonding jumper for continuity around all fittings and terminations where 
the conductive raceway is made non-continuous.",0
,"4. 
All conduit runs of 2 or more conduits shall maintain 2 inches clear between 
all conduits to allow proper concrete placement.",0
,"1. 
If tests indicate that system, assembly, equipment, or component does not meet acceptance 
criteria indicated, document the deficiency and report it to the Architect. Upon resolution of 
deficiencies, re-test using same original parameters unless otherwise directed by Architect and 
CxP.  Notify Architect and CxP a minimum of three days before re-test date of rescheduled tests.",0
Conduit EMT,"Exposed, Not Subject to physical Damage: EMT.",1
,"4. 
Bonding Cable:  28 kcmil, 14 strands of No. 17 AWG conductor, 1/4 inch in diameter.",0
MC Cable,"Where permitted by NEC and local authorities having jurisdiction, the following fabricated cable assemblies shall be used in the place of EMT for branch circuits concealed in accessible ceiling spaces or run in stud-type partitions: a. Branch Circuits for General Lighting: Type MC cable. Provide separate neutral conductor for each lighting branch circuit or zone controlled through a lighting control or dimming system. b. Branch Circuits for General Purpose Receptacles and Appliances: Type MC cable. c. Branch Circuits with Separate Insulated Ground Conductor: Type MC cable. d. Branch Circuits for Isolated Ground Receptacles: Type MC cable with additional green/yellow stripe insulated copper grounding conductor.",1
Cable tray type,Wiring Method: Install cables in raceways and cable trays. conceal raceway and cables except in unfinished spaces.,1
,"3.4 
WIRING INSTALLATION",0
Conduit PVC,d. PVC jacketed cable is permitted only for embedded service department lighting circuits.,1
,"B. 
Bolted Connectors for Conductors and Pipes:  Copper or copper alloy.",0
Conductor Solid/ Stranded,2. Conductors: Copper. minimal size No. 12 AWG. Use solid conductors for wire up through No. 10 AWG; stranded conductors for wire larger than No. 10 AWG.,1
Conduit ENT,"c. ENT with U.L. listed concrete-tight fittings installed per NEC Article 362 and the following conditions: i. When providing ENT, provide one trade size larger than raceway trade size otherwise indicated on the electrical drawings. ii. Maximum ENT raceway trade size permitted is 2”. iii. Maximum cable gauge line voltage branch circuiting conductors permitted to be installed in ENT raceway: #8 AWG. iv. ENT raceway is permitted for use in routing line voltage branch circuiting, but not electrical feeder sets serving electrical distribution equipment. v. ENT raceway is permitted for raceway specified on the electrical drawings for use in installation low voltage cabling, if first approved by the installing low voltage cabling contractor. vi. ENT raceway is not permitted for routing of fire alarm system low voltage cabling.",1
,"1. 
For voltages up to 120 volts, fixture wiring shall be rated for 300 volts minimum.",0
Conductor specifications,conducting wire and Cable: 1. Copper,1
,"8. 
DC-link voltage (V dc).",0
,"12. 
Shunt-Trip – field installable.",0
Conductor specifications,"Where panelboards are mounted break up flush in wall, maintain fire integrity of wall. Provide one empty 3/4-inch EMT conduit stubbed up into nearest accessible ceiling location for every three spare or space positions.",1
Conductor Solid/ Stranded,"Conductors: Install solid conductor for No. 8 AWG and smaller, and stranded conductors for No. 6 AWG and large unless otherwise indicated.",1
,"6. 
For each separately derived system, install a grounding electrode conductor 
between each system enclosure ground bus (or bolted connection to 
enclosure where ground bus is not present) and a cold water pipe of one (1) 
inch size or larger near the separately derived system ground connection.  
Make connections to water pipes accessible for easy inspection.",0
,"1. 
Minimum Width:  3/16 inch.",0
,"2. 
Ferrous alloy box with compression or inside threaded hubs with adapter for electrical 
metallic tubing.",0
MC Cable,"Where permitted by NEC and local authorities having jurisdiction, the following fabricated transmission line assemblies shall be used in the lieu of EMT for branch circuits concealed in accessible ceiling spaces or run in stud-type partitions: a. Branch Circuits for General Lighting: Type MC cable. Provide separate neutral conductor for each lighting branch circuit or zone controlled through a lighting control or dimming system. b. Branch Circuits for General Purpose Receptacles and Appliances: Type MC cable. c. Branch Circuits with Separate Insulated Ground Conductor: Type MC cable. d. Branch Circuits for Isolated Ground Receptacles: Type MC transmission line with additional green/yellow stripe insulated copper grounding conductor.",1
Conduit PVC,Schedule xl rated for 90°C conductors.,1
Switchgear Manufacturer,"1. Eaton Electrical Inc.; Cutler-Hammer Products. 2. General Electric Company. 3. s Energy & Automation, Inc.",1
,"WIRING DEVICES 
 
26 27 26 - 5",0
Switchgear Manufacturer,"The basis of design is Siemens. Square D and oecumenical Electric are considered equal provided they meet all the specifications and space allocations indicated on the drawings. Any revision,",1
Conduit,Provide discharge conduit and outlets for telecom system as indicated.,1
Conduit EMT Connectors,trying on for EMT,1
Fire Alarm Conductors,Power-Limited fervor Alarm and Control: Solid for No. 12 AWG and smaller.,1
Conductor Solid/ Stranded ,Branch Circuits: Copper. Solid for No. AWG and smaller; stranded for No. 8 AWG and larger,1
Conduit EMT Type of Metal,RNC:  Type EPC-40-PVC,1
,"A. 
Identify system components, wiring, cabling, and terminals. Comply with requirements for 
identification specified in Section 260553 ""Identification for Electrical Systems.""",0
,"C. 
Furnish code-approved wiring in ceiling cavities forming air plenums.",0
,"from each other and located at least the same distance from other grounding electrodes, 
and connect to the service grounding electrode conductor.",0
Conduit,"6. connexion to vibrating equipment, including transformers and motors, in dry location: Flexible metallic conduit.",1
Conductor specifications,al conductors: a. Prohibited.,1
Conduit,"exercise EMT, IMC, or RMC, ENT and PVC for raceways.",1
Conductor specifications,Homeruns greater than 80 feet in length for 120 volt branch circuits shall be minimum no 10 AWG. Homeruns greater than 125 feet in length for 120 volt branch circuits shall be minimum no 8 AWG. Homeruns greater than 150 feet in length for 277 volt branch circuits shall be minimum no 10 AWG.,1
,"J. 
Instructional Signs: Self-adhesive labels, including the color code for grounded and ungrounded 
conductors.",0
Switchgear Manufacturer,"Switchboard: hearty D, General Electric or Cutler-Hammer",1
,"Do not rely on locknuts to penetrate nonconductive coatings on enclosures.  Remove coatings in the 
locknut area prior to assembling conduit to enclosure to assure a continuous ground path.",0
,"3. 
Infrared Scanning:  After Substantial Completion, but not more than 60 days after Final 
Acceptance, perform an infrared scan of each splice in conductors No. 3 AWG and larger.  
Remove box and equipment covers so splices are accessible to portable scanner.  Correct 
deficiencies determined during the scan.",0
